numero_experimento;dataset;estructura_de_datos;cantidad_consultas;tiempo_ejecucion
9;user_ids;lineal;40000;1.56853
10;user_ids;lineal;40000;1.57039
11;user_ids;lineal;40000;1.57404
12;user_ids;lineal;40000;1.57498
13;user_ids;lineal;40000;1.57671
14;user_ids;lineal;40000;1.61504
15;user_ids;lineal;40000;1.58196
16;user_ids;lineal;40000;1.58723
17;user_ids;lineal;40000;1.63668
18;user_ids;lineal;40000;1.57561
19;user_ids;lineal;40000;1.58109
20;user_ids;lineal;40000;1.58115
1;user_screen_names;lineal;40000;0.00423094
2;user_screen_names;lineal;40000;0.00478892
3;user_screen_names;lineal;40000;0.00427101
4;user_screen_names;lineal;40000;0.00423739
5;user_screen_names;lineal;40000;0.00427953
6;user_screen_names;lineal;40000;0.00428118
7;user_screen_names;lineal;40000;0.00426387
8;user_screen_names;lineal;40000;0.00425634
9;user_screen_names;lineal;40000;0.00425903
10;user_screen_names;lineal;40000;0.00422929
11;user_screen_names;lineal;40000;0.00429195
12;user_screen_names;lineal;40000;0.00436176
13;user_screen_names;lineal;40000;0.004282
14;user_screen_names;lineal;40000;0.00432031
15;user_screen_names;lineal;40000;0.00428143
16;user_screen_names;lineal;40000;0.00432204
17;user_screen_names;lineal;40000;0.00428339
18;user_screen_names;lineal;40000;0.00431234
19;user_screen_names;lineal;40000;0.0042138
20;user_screen_names;lineal;40000;0.00422841
1;user_ids;cuadratico;40000;2.11709
2;user_ids;cuadratico;40000;2.12514
3;user_ids;cuadratico;40000;2.10401
4;user_ids;cuadratico;40000;2.07018
5;user_ids;cuadratico;40000;2.08151
6;user_ids;cuadratico;40000;2.09365
7;user_ids;cuadratico;40000;2.09852
8;user_ids;cuadratico;40000;2.09889
9;user_ids;cuadratico;40000;2.10078
10;user_ids;cuadratico;40000;2.11827
11;user_ids;cuadratico;40000;2.11746
12;user_ids;cuadratico;40000;2.13179
13;user_ids;cuadratico;40000;2.13193
14;user_ids;cuadratico;40000;2.13089
15;user_ids;cuadratico;40000;2.1305
16;user_ids;cuadratico;40000;2.12876
17;user_ids;cuadratico;40000;2.12863
18;user_ids;cuadratico;40000;2.12277
19;user_ids;cuadratico;40000;2.09369
20;user_ids;cuadratico;40000;2.0969
1;user_screen_names;cuadratico;40000;0.00522869
2;user_screen_names;cuadratico;40000;0.00532362
3;user_screen_names;cuadratico;40000;0.00525552
4;user_screen_names;cuadratico;40000;0.00521504
5;user_screen_names;cuadratico;40000;0.00538182
6;user_screen_names;cuadratico;40000;0.00550171
7;user_screen_names;cuadratico;40000;0.0053522
8;user_screen_names;cuadratico;40000;0.00526902
9;user_screen_names;cuadratico;40000;0.00561613
10;user_screen_names;cuadratico;40000;0.00538879
11;user_screen_names;cuadratico;40000;0.00524329
12;user_screen_names;cuadratico;40000;0.00618917
13;user_screen_names;cuadratico;40000;0.00524249
14;user_screen_names;cuadratico;40000;0.00525599
15;user_screen_names;cuadratico;40000;0.00556723
16;user_screen_names;cuadratico;40000;0.00524565
17;user_screen_names;cuadratico;40000;0.00545918
18;user_screen_names;cuadratico;40000;0.0053306
19;user_screen_names;cuadratico;40000;0.00523825
20;user_screen_names;cuadratico;40000;0.00530919
1;user_ids;doble;40000;0.00253495
2;user_ids;doble;40000;0.00254766
3;user_ids;doble;40000;0.00251078
4;user_ids;doble;40000;0.00252158
5;user_ids;doble;40000;0.00253848
6;user_ids;doble;40000;0.00252707
7;user_ids;doble;40000;0.0025933
8;user_ids;doble;40000;0.00247687
9;user_ids;doble;40000;0.00265863
10;user_ids;doble;40000;0.00253065
11;user_ids;doble;40000;0.00253852
12;user_ids;doble;40000;0.00250967
13;user_ids;doble;40000;0.00257323
14;user_ids;doble;40000;0.00253534
15;user_ids;doble;40000;0.00254238
16;user_ids;doble;40000;0.00265191
17;user_ids;doble;40000;0.0025035
18;user_ids;doble;40000;0.00260908
19;user_ids;doble;40000;0.00248436
20;user_ids;doble;40000;0.00252432
1;user_screen_names;doble;40000;0.00719925
2;user_screen_names;doble;40000;0.00702975
3;user_screen_names;doble;40000;0.00716319
4;user_screen_names;doble;40000;0.00723361
5;user_screen_names;doble;40000;0.00715297
6;user_screen_names;doble;40000;0.00709892
7;user_screen_names;doble;40000;0.00701802
8;user_screen_names;doble;40000;0.00720769
9;user_screen_names;doble;40000;0.00713065
10;user_screen_names;doble;40000;0.00716907
11;user_screen_names;doble;40000;0.00723235
12;user_screen_names;doble;40000;0.00708107
13;user_screen_names;doble;40000;0.00719247
14;user_screen_names;doble;40000;0.00705397
15;user_screen_names;doble;40000;0.0072154
16;user_screen_names;doble;40000;0.00702261
17;user_screen_names;doble;40000;0.0071763
18;user_screen_names;doble;40000;0.00709868
19;user_screen_names;doble;40000;0.00710293
20;user_screen_names;doble;40000;0.00706892
1;user_ids;unordered_map;40000;0.00182906
2;user_ids;unordered_map;40000;0.00184259
3;user_ids;unordered_map;40000;0.0018393
4;user_ids;unordered_map;40000;0.00179163
5;user_ids;unordered_map;40000;0.00184458
6;user_ids;unordered_map;40000;0.00179865
7;user_ids;unordered_map;40000;0.00183012
8;user_ids;unordered_map;40000;0.00187797
9;user_ids;unordered_map;40000;0.00178326
10;user_ids;unordered_map;40000;0.00190488
11;user_ids;unordered_map;40000;0.00181413
12;user_ids;unordered_map;40000;0.0018691
13;user_ids;unordered_map;40000;0.00180926
14;user_ids;unordered_map;40000;0.00183572
15;user_ids;unordered_map;40000;0.00182423
16;user_ids;unordered_map;40000;0.00181133
17;user_ids;unordered_map;40000;0.00186478
18;user_ids;unordered_map;40000;0.00179546
19;user_ids;unordered_map;40000;0.00190187
20;user_ids;unordered_map;40000;0.00180248
1;user_screen_names;unordered_map;40000;0.00182046
2;user_screen_names;unordered_map;40000;0.00176876
3;user_screen_names;unordered_map;40000;0.00170216
4;user_screen_names;unordered_map;40000;0.00169802
5;user_screen_names;unordered_map;40000;0.0017876
6;user_screen_names;unordered_map;40000;0.00169224
7;user_screen_names;unordered_map;40000;0.00170181
8;user_screen_names;unordered_map;40000;0.00175745
9;user_screen_names;unordered_map;40000;0.00172794
10;user_screen_names;unordered_map;40000;0.00169629
11;user_screen_names;unordered_map;40000;0.00183712
12;user_screen_names;unordered_map;40000;0.00176251
13;user_screen_names;unordered_map;40000;0.00172515
14;user_screen_names;unordered_map;40000;0.00173141
15;user_screen_names;unordered_map;40000;0.00174361
16;user_screen_names;unordered_map;40000;0.00185053
17;user_screen_names;unordered_map;40000;0.00169117
18;user_screen_names;unordered_map;40000;0.00181588
19;user_screen_names;unordered_map;40000;0.00167388
20;user_screen_names;unordered_map;40000;0.00189676
1;user_ids;abierto;50000;0.00323062
2;user_ids;abierto;50000;0.00322679
3;user_ids;abierto;50000;0.00320312
4;user_ids;abierto;50000;0.00318719
5;user_ids;abierto;50000;0.0032576
6;user_ids;abierto;50000;0.003153
7;user_ids;abierto;50000;0.00322434
8;user_ids;abierto;50000;0.00354036
9;user_ids;abierto;50000;0.00328796
10;user_ids;abierto;50000;0.00322503
11;user_ids;abierto;50000;0.00321952
12;user_ids;abierto;50000;0.00319167
13;user_ids;abierto;50000;0.00320391
14;user_ids;abierto;50000;0.00321006
15;user_ids;abierto;50000;0.00325844
16;user_ids;abierto;50000;0.00321675
17;user_ids;abierto;50000;0.00320117
18;user_ids;abierto;50000;0.00324281
19;user_ids;abierto;50000;0.00323613
20;user_ids;abierto;50000;0.00320234
1;user_screen_names;abierto;50000;0.00613687
2;user_screen_names;abierto;50000;0.00618729
3;user_screen_names;abierto;50000;0.00607016
4;user_screen_names;abierto;50000;0.0060352
5;user_screen_names;abierto;50000;0.0062708
6;user_screen_names;abierto;50000;0.00616599
7;user_screen_names;abierto;50000;0.00606694
8;user_screen_names;abierto;50000;0.00622992
9;user_screen_names;abierto;50000;0.00607554
10;user_screen_names;abierto;50000;0.00608724
11;user_screen_names;abierto;50000;0.00612541
12;user_screen_names;abierto;50000;0.00607072
13;user_screen_names;abierto;50000;0.00611482
14;user_screen_names;abierto;50000;0.00617948
15;user_screen_names;abierto;50000;0.00609595
16;user_screen_names;abierto;50000;0.00617299
17;user_screen_names;abierto;50000;0.00613784
18;user_screen_names;abierto;50000;0.00598639
19;user_screen_names;abierto;50000;0.00625783
20;user_screen_names;abierto;50000;0.00608287
1;user_ids;lineal;50000;2.33288
2;user_ids;lineal;50000;2.33696
3;user_ids;lineal;50000;2.40348
4;user_ids;lineal;50000;2.34728
5;user_ids;lineal;50000;2.35219
6;user_ids;lineal;50000;2.36202
7;user_ids;lineal;50000;2.36605
8;user_ids;lineal;50000;2.36501
9;user_ids;lineal;50000;2.36345
10;user_ids;lineal;50000;2.43851
11;user_ids;lineal;50000;2.36653
12;user_ids;lineal;50000;2.33937
13;user_ids;lineal;50000;2.31862
14;user_ids;lineal;50000;2.32962
15;user_ids;lineal;50000;2.33732
16;user_ids;lineal;50000;2.34081
17;user_ids;lineal;50000;2.35229
18;user_ids;lineal;50000;2.35189
19;user_ids;lineal;50000;2.36049
20;user_ids;lineal;50000;2.35887
1;user_screen_names;lineal;50000;0.00584796
2;user_screen_names;lineal;50000;0.00594284
3;user_screen_names;lineal;50000;0.00581225
4;user_screen_names;lineal;50000;0.00597785
5;user_screen_names;lineal;50000;0.00606114
6;user_screen_names;lineal;50000;0.00604175
7;user_screen_names;lineal;50000;0.00580895
8;user_screen_names;lineal;50000;0.00591631
9;user_screen_names;lineal;50000;0.00611748
10;user_screen_names;lineal;50000;0.00580567
11;user_screen_names;lineal;50000;0.005835
12;user_screen_names;lineal;50000;0.00642566
13;user_screen_names;lineal;50000;0.00584478
14;user_screen_names;lineal;50000;0.00584247
15;user_screen_names;lineal;50000;0.00588223
16;user_screen_names;lineal;50000;0.00584614
17;user_screen_names;lineal;50000;0.00583523
18;user_screen_names;lineal;50000;0.00582692
19;user_screen_names;lineal;50000;0.00592541
20;user_screen_names;lineal;50000;0.00580042
1;user_ids;cuadratico;50000;3.60354
2;user_ids;cuadratico;50000;3.62297
3;user_ids;cuadratico;50000;3.62341
4;user_ids;cuadratico;50000;3.60002
5;user_ids;cuadratico;50000;3.57453
6;user_ids;cuadratico;50000;3.59112
7;user_ids;cuadratico;50000;3.59944
8;user_ids;cuadratico;50000;3.62602
9;user_ids;cuadratico;50000;3.63027
10;user_ids;cuadratico;50000;3.65249
11;user_ids;cuadratico;50000;3.65078
12;user_ids;cuadratico;50000;3.64003
13;user_ids;cuadratico;50000;3.63276
14;user_ids;cuadratico;50000;3.61595
15;user_ids;cuadratico;50000;3.6229
16;user_ids;cuadratico;50000;3.73795
17;user_ids;cuadratico;50000;3.66494
18;user_ids;cuadratico;50000;3.74189
19;user_ids;cuadratico;50000;3.69835
20;user_ids;cuadratico;50000;3.71692
1;user_screen_names;cuadratico;50000;0.00766239
2;user_screen_names;cuadratico;50000;0.00790006
3;user_screen_names;cuadratico;50000;0.00768348
4;user_screen_names;cuadratico;50000;0.00774962
5;user_screen_names;cuadratico;50000;0.00765849
6;user_screen_names;cuadratico;50000;0.00774695
7;user_screen_names;cuadratico;50000;0.0075725
8;user_screen_names;cuadratico;50000;0.00753935
9;user_screen_names;cuadratico;50000;0.00769932
10;user_screen_names;cuadratico;50000;0.00787112
11;user_screen_names;cuadratico;50000;0.0122846
12;user_screen_names;cuadratico;50000;0.00764936
13;user_screen_names;cuadratico;50000;0.00767239
14;user_screen_names;cuadratico;50000;0.00761876
15;user_screen_names;cuadratico;50000;0.00759331
16;user_screen_names;cuadratico;50000;0.00751905
17;user_screen_names;cuadratico;50000;0.007719
18;user_screen_names;cuadratico;50000;0.00760461
19;user_screen_names;cuadratico;50000;0.00757434
20;user_screen_names;cuadratico;50000;0.00767524
1;user_ids;doble;50000;0.00322359
2;user_ids;doble;50000;0.00323465
3;user_ids;doble;50000;0.00333523
4;user_ids;doble;50000;0.00324608
5;user_ids;doble;50000;0.0031943
6;user_ids;doble;50000;0.00322022
7;user_ids;doble;50000;0.00321191
8;user_ids;doble;50000;0.00327977
9;user_ids;doble;50000;0.00319941
10;user_ids;doble;50000;0.00329882
11;user_ids;doble;50000;0.00329902
12;user_ids;doble;50000;0.00330053
13;user_ids;doble;50000;0.00388048
14;user_ids;doble;50000;0.00315796
15;user_ids;doble;50000;0.00350363
16;user_ids;doble;50000;0.00317613
17;user_ids;doble;50000;0.0032047
18;user_ids;doble;50000;0.00323462
19;user_ids;doble;50000;0.00319469
20;user_ids;doble;50000;0.00318309
1;user_screen_names;doble;50000;0.0105669
2;user_screen_names;doble;50000;0.0103751
3;user_screen_names;doble;50000;0.0102475
4;user_screen_names;doble;50000;0.0103496
5;user_screen_names;doble;50000;0.0103367
6;user_screen_names;doble;50000;0.0111216
7;user_screen_names;doble;50000;0.0103225
8;user_screen_names;doble;50000;0.0103189
9;user_screen_names;doble;50000;0.0104617
10;user_screen_names;doble;50000;0.0102709
11;user_screen_names;doble;50000;0.0104665
12;user_screen_names;doble;50000;0.0103479
13;user_screen_names;doble;50000;0.0103559
14;user_screen_names;doble;50000;0.010259
15;user_screen_names;doble;50000;0.0103061
16;user_screen_names;doble;50000;0.010312
17;user_screen_names;doble;50000;0.0103717
18;user_screen_names;doble;50000;0.010344
19;user_screen_names;doble;50000;0.0105038
20;user_screen_names;doble;50000;0.0104309
1;user_ids;unordered_map;50000;0.00225466
2;user_ids;unordered_map;50000;0.00225732
3;user_ids;unordered_map;50000;0.00221524
4;user_ids;unordered_map;50000;0.00228933
5;user_ids;unordered_map;50000;0.00227115
6;user_ids;unordered_map;50000;0.00227057
7;user_ids;unordered_map;50000;0.00223115
8;user_ids;unordered_map;50000;0.00229595
9;user_ids;unordered_map;50000;0.00220577
10;user_ids;unordered_map;50000;0.00223019
11;user_ids;unordered_map;50000;0.00230386
12;user_ids;unordered_map;50000;0.00229884
13;user_ids;unordered_map;50000;0.00230168
14;user_ids;unordered_map;50000;0.00223963
15;user_ids;unordered_map;50000;0.00219432
16;user_ids;unordered_map;50000;0.00224086
17;user_ids;unordered_map;50000;0.00224188
18;user_ids;unordered_map;50000;0.00250139
19;user_ids;unordered_map;50000;0.00228194
20;user_ids;unordered_map;50000;0.00288702
1;user_screen_names;unordered_map;50000;0.0021363
2;user_screen_names;unordered_map;50000;0.00213442
3;user_screen_names;unordered_map;50000;0.00209788
4;user_screen_names;unordered_map;50000;0.00216068
5;user_screen_names;unordered_map;50000;0.00250367
6;user_screen_names;unordered_map;50000;0.00259911
7;user_screen_names;unordered_map;50000;0.0021286
8;user_screen_names;unordered_map;50000;0.00219616
9;user_screen_names;unordered_map;50000;0.00211129
10;user_screen_names;unordered_map;50000;0.00212689
11;user_screen_names;unordered_map;50000;0.00211653
12;user_screen_names;unordered_map;50000;0.00216759
13;user_screen_names;unordered_map;50000;0.00213634
14;user_screen_names;unordered_map;50000;0.00212468
15;user_screen_names;unordered_map;50000;0.00223008
16;user_screen_names;unordered_map;50000;0.00212026
17;user_screen_names;unordered_map;50000;0.00214421
18;user_screen_names;unordered_map;50000;0.00209874
19;user_screen_names;unordered_map;50000;0.00211857
20;user_screen_names;unordered_map;50000;0.00214692
1;user_ids;abierto;60000;0.00397888
2;user_ids;abierto;60000;0.00397366
3;user_ids;abierto;60000;0.00402643
4;user_ids;abierto;60000;0.00393881
5;user_ids;abierto;60000;0.00397292
6;user_ids;abierto;60000;0.00401088
7;user_ids;abierto;60000;0.0039403
8;user_ids;abierto;60000;0.00397788
9;user_ids;abierto;60000;0.00401228
10;user_ids;abierto;60000;0.00393082
11;user_ids;abierto;60000;0.00397105
12;user_ids;abierto;60000;0.0040357
13;user_ids;abierto;60000;0.00397107
14;user_ids;abierto;60000;0.00395478
15;user_ids;abierto;60000;0.00394032
16;user_ids;abierto;60000;0.00395334
17;user_ids;abierto;60000;0.00394819
18;user_ids;abierto;60000;0.00394782
19;user_ids;abierto;60000;0.00392341
20;user_ids;abierto;60000;0.00400523
1;user_screen_names;abierto;60000;0.00860475
2;user_screen_names;abierto;60000;0.00862843
3;user_screen_names;abierto;60000;0.00860714
4;user_screen_names;abierto;60000;0.00862862
5;user_screen_names;abierto;60000;0.00856382
6;user_screen_names;abierto;60000;0.00839804
7;user_screen_names;abierto;60000;0.00848853
8;user_screen_names;abierto;60000;0.00848549
9;user_screen_names;abierto;60000;0.00863238
10;user_screen_names;abierto;60000;0.00859295
11;user_screen_names;abierto;60000;0.00861017
12;user_screen_names;abierto;60000;0.00875056
13;user_screen_names;abierto;60000;0.00858271
14;user_screen_names;abierto;60000;0.00853743
15;user_screen_names;abierto;60000;0.00846439
16;user_screen_names;abierto;60000;0.00843614
17;user_screen_names;abierto;60000;0.00851095
18;user_screen_names;abierto;60000;0.00863872
19;user_screen_names;abierto;60000;0.00847909
20;user_screen_names;abierto;60000;0.00866189
1;user_ids;lineal;60000;3.4352
2;user_ids;lineal;60000;3.71541
3;user_ids;lineal;60000;3.32441
4;user_ids;lineal;60000;3.51522
5;user_ids;lineal;60000;3.38057
6;user_ids;lineal;60000;3.30705
7;user_ids;lineal;60000;3.26526
8;user_ids;lineal;60000;3.26454
9;user_ids;lineal;60000;3.27416
10;user_ids;lineal;60000;3.27557
11;user_ids;lineal;60000;3.41475
12;user_ids;lineal;60000;3.32054
13;user_ids;lineal;60000;3.2932
14;user_ids;lineal;60000;3.28251
15;user_ids;lineal;60000;3.26132
16;user_ids;lineal;60000;3.196
17;user_ids;lineal;60000;3.24804
18;user_ids;lineal;60000;3.27761
19;user_ids;lineal;60000;3.26976
20;user_ids;lineal;60000;3.31644
1;user_screen_names;lineal;60000;0.00776329
2;user_screen_names;lineal;60000;0.00788532
3;user_screen_names;lineal;60000;0.00779548
4;user_screen_names;lineal;60000;0.00782651
5;user_screen_names;lineal;60000;0.00772936
6;user_screen_names;lineal;60000;0.00774019
7;user_screen_names;lineal;60000;0.00784361
8;user_screen_names;lineal;60000;0.00783417
9;user_screen_names;lineal;60000;0.00782334
10;user_screen_names;lineal;60000;0.00775059
11;user_screen_names;lineal;60000;0.00774315
12;user_screen_names;lineal;60000;0.00775262
13;user_screen_names;lineal;60000;0.00778049
14;user_screen_names;lineal;60000;0.00774591
15;user_screen_names;lineal;60000;0.0077342
16;user_screen_names;lineal;60000;0.00781259
17;user_screen_names;lineal;60000;0.00796062
18;user_screen_names;lineal;60000;0.0078009
19;user_screen_names;lineal;60000;0.00780763
20;user_screen_names;lineal;60000;0.00776933
1;user_ids;cuadratico;60000;5.62165
2;user_ids;cuadratico;60000;5.66824
3;user_ids;cuadratico;60000;5.59897
4;user_ids;cuadratico;60000;5.54458
5;user_ids;cuadratico;60000;5.59832
6;user_ids;cuadratico;60000;5.61258
7;user_ids;cuadratico;60000;5.61454
8;user_ids;cuadratico;60000;5.66443
9;user_ids;cuadratico;60000;5.55672
10;user_ids;cuadratico;60000;5.60706
11;user_ids;cuadratico;60000;5.61884
12;user_ids;cuadratico;60000;5.64593
13;user_ids;cuadratico;60000;5.68094
14;user_ids;cuadratico;60000;5.66958
15;user_ids;cuadratico;60000;5.57347
16;user_ids;cuadratico;60000;5.59921
17;user_ids;cuadratico;60000;5.63983
18;user_ids;cuadratico;60000;5.64985
19;user_ids;cuadratico;60000;5.66568
20;user_ids;cuadratico;60000;5.59704
1;user_screen_names;cuadratico;60000;0.00995131
2;user_screen_names;cuadratico;60000;0.00994785
3;user_screen_names;cuadratico;60000;0.00983538
4;user_screen_names;cuadratico;60000;0.0098946
5;user_screen_names;cuadratico;60000;0.00991982
6;user_screen_names;cuadratico;60000;0.00993981
7;user_screen_names;cuadratico;60000;0.00982761
8;user_screen_names;cuadratico;60000;0.00992174
9;user_screen_names;cuadratico;60000;0.0100031
10;user_screen_names;cuadratico;60000;0.00984503
11;user_screen_names;cuadratico;60000;0.00990206
12;user_screen_names;cuadratico;60000;0.00999108
13;user_screen_names;cuadratico;60000;0.00996686
14;user_screen_names;cuadratico;60000;0.00998731
15;user_screen_names;cuadratico;60000;0.0100171
16;user_screen_names;cuadratico;60000;0.0099712
17;user_screen_names;cuadratico;60000;0.0098825
18;user_screen_names;cuadratico;60000;0.00992575
19;user_screen_names;cuadratico;60000;0.00992513
20;user_screen_names;cuadratico;60000;0.00990874
1;user_ids;doble;60000;0.00500116
2;user_ids;doble;60000;0.00507112
3;user_ids;doble;60000;0.00506466
4;user_ids;doble;60000;0.0049929
5;user_ids;doble;60000;0.00505051
6;user_ids;doble;60000;0.00496542
7;user_ids;doble;60000;0.00500401
8;user_ids;doble;60000;0.00502135
9;user_ids;doble;60000;0.00502085
10;user_ids;doble;60000;0.00524439
11;user_ids;doble;60000;0.00508376
12;user_ids;doble;60000;0.0050436
13;user_ids;doble;60000;0.00498886
14;user_ids;doble;60000;0.00504704
15;user_ids;doble;60000;0.00501699
16;user_ids;doble;60000;0.0049869
17;user_ids;doble;60000;0.00508218
18;user_ids;doble;60000;0.00501684
19;user_ids;doble;60000;0.00520618
20;user_ids;doble;60000;0.00499758
1;user_screen_names;doble;60000;0.0134855
2;user_screen_names;doble;60000;0.0134866
3;user_screen_names;doble;60000;0.0140867
4;user_screen_names;doble;60000;0.0134661
5;user_screen_names;doble;60000;0.0135039
6;user_screen_names;doble;60000;0.0135756
7;user_screen_names;doble;60000;0.0134546
8;user_screen_names;doble;60000;0.0134649
9;user_screen_names;doble;60000;0.0135394
10;user_screen_names;doble;60000;0.0142846
11;user_screen_names;doble;60000;0.0133847
12;user_screen_names;doble;60000;0.013416
13;user_screen_names;doble;60000;0.0133679
14;user_screen_names;doble;60000;0.0134316
15;user_screen_names;doble;60000;0.0135493
16;user_screen_names;doble;60000;0.0135093
17;user_screen_names;doble;60000;0.0134179
18;user_screen_names;doble;60000;0.0133871
19;user_screen_names;doble;60000;0.0134535
20;user_screen_names;doble;60000;0.0134937
1;user_ids;unordered_map;60000;0.00250501
2;user_ids;unordered_map;60000;0.00254836
3;user_ids;unordered_map;60000;0.00252311
4;user_ids;unordered_map;60000;0.00251649
5;user_ids;unordered_map;60000;0.00250456
6;user_ids;unordered_map;60000;0.00250403
7;user_ids;unordered_map;60000;0.00253125
8;user_ids;unordered_map;60000;0.00250379
9;user_ids;unordered_map;60000;0.00247981
10;user_ids;unordered_map;60000;0.00250161
11;user_ids;unordered_map;60000;0.00245644
12;user_ids;unordered_map;60000;0.00245919
13;user_ids;unordered_map;60000;0.00248433
14;user_ids;unordered_map;60000;0.00252142
15;user_ids;unordered_map;60000;0.00265442
16;user_ids;unordered_map;60000;0.00247793
17;user_ids;unordered_map;60000;0.00247141
18;user_ids;unordered_map;60000;0.00324344
19;user_ids;unordered_map;60000;0.00246992
20;user_ids;unordered_map;60000;0.00245261
1;user_screen_names;unordered_map;60000;0.00241865
2;user_screen_names;unordered_map;60000;0.0023939
3;user_screen_names;unordered_map;60000;0.00237852
4;user_screen_names;unordered_map;60000;0.00235065
5;user_screen_names;unordered_map;60000;0.00239187
6;user_screen_names;unordered_map;60000;0.00242657
7;user_screen_names;unordered_map;60000;0.00230946
8;user_screen_names;unordered_map;60000;0.00235976
9;user_screen_names;unordered_map;60000;0.00241538
10;user_screen_names;unordered_map;60000;0.00244757
11;user_screen_names;unordered_map;60000;0.00234189
12;user_screen_names;unordered_map;60000;0.00242774
13;user_screen_names;unordered_map;60000;0.00248777
14;user_screen_names;unordered_map;60000;0.00234748
15;user_screen_names;unordered_map;60000;0.00233675
16;user_screen_names;unordered_map;60000;0.00236078
17;user_screen_names;unordered_map;60000;0.00231801
18;user_screen_names;unordered_map;60000;0.00242771
19;user_screen_names;unordered_map;60000;0.00242705
20;user_screen_names;unordered_map;60000;0.00241164
1;user_ids;abierto;70000;0.00438534
2;user_ids;abierto;70000;0.0043225
3;user_ids;abierto;70000;0.00432643
4;user_ids;abierto;70000;0.00437781
5;user_ids;abierto;70000;0.00442068
6;user_ids;abierto;70000;0.00432092
7;user_ids;abierto;70000;0.00431265
8;user_ids;abierto;70000;0.00436252
9;user_ids;abierto;70000;0.0043041
10;user_ids;abierto;70000;0.00433419
11;user_ids;abierto;70000;0.00436095
12;user_ids;abierto;70000;0.00431498
13;user_ids;abierto;70000;0.0043487
14;user_ids;abierto;70000;0.00430051
15;user_ids;abierto;70000;0.00430967
16;user_ids;abierto;70000;0.00431746
17;user_ids;abierto;70000;0.00429068
18;user_ids;abierto;70000;0.00429807
19;user_ids;abierto;70000;0.00431248
20;user_ids;abierto;70000;0.00429381
1;user_screen_names;abierto;70000;0.0102889
2;user_screen_names;abierto;70000;0.0102849
3;user_screen_names;abierto;70000;0.010157
4;user_screen_names;abierto;70000;0.0103061
5;user_screen_names;abierto;70000;0.0102491
6;user_screen_names;abierto;70000;0.010293
7;user_screen_names;abierto;70000;0.0102856
8;user_screen_names;abierto;70000;0.0102542
9;user_screen_names;abierto;70000;0.0103442
10;user_screen_names;abierto;70000;0.0101941
11;user_screen_names;abierto;70000;0.0102824
12;user_screen_names;abierto;70000;0.0102899
13;user_screen_names;abierto;70000;0.0103084
14;user_screen_names;abierto;70000;0.0100426
15;user_screen_names;abierto;70000;0.0102314
16;user_screen_names;abierto;70000;0.0103343
17;user_screen_names;abierto;70000;0.0102121
18;user_screen_names;abierto;70000;0.0101326
19;user_screen_names;abierto;70000;0.0102676
20;user_screen_names;abierto;70000;0.0101283
1;user_ids;lineal;70000;4.23473
2;user_ids;lineal;70000;4.38812
3;user_ids;lineal;70000;4.28345
4;user_ids;lineal;70000;4.28222
5;user_ids;lineal;70000;4.28868
6;user_ids;lineal;70000;4.29132
7;user_ids;lineal;70000;4.27527
8;user_ids;lineal;70000;4.2088
9;user_ids;lineal;70000;4.27818
10;user_ids;lineal;70000;4.29721
11;user_ids;lineal;70000;4.32459
12;user_ids;lineal;70000;4.30971
13;user_ids;lineal;70000;4.31394
14;user_ids;lineal;70000;4.31075
15;user_ids;lineal;70000;4.32288
16;user_ids;lineal;70000;4.31145
17;user_ids;lineal;70000;4.31134
18;user_ids;lineal;70000;4.30896
19;user_ids;lineal;70000;4.18207
20;user_ids;lineal;70000;4.2403
1;user_screen_names;lineal;70000;0.00957
2;user_screen_names;lineal;70000;0.00956703
3;user_screen_names;lineal;70000;0.0100085
4;user_screen_names;lineal;70000;0.0096283
5;user_screen_names;lineal;70000;0.00954071
6;user_screen_names;lineal;70000;0.00964742
7;user_screen_names;lineal;70000;0.00967002
8;user_screen_names;lineal;70000;0.00963246
9;user_screen_names;lineal;70000;0.00959583
10;user_screen_names;lineal;70000;0.00964515
11;user_screen_names;lineal;70000;0.00957217
12;user_screen_names;lineal;70000;0.00963012
13;user_screen_names;lineal;70000;0.00960672
14;user_screen_names;lineal;70000;0.00958523
15;user_screen_names;lineal;70000;0.00958483
16;user_screen_names;lineal;70000;0.00974539
17;user_screen_names;lineal;70000;0.00970258
18;user_screen_names;lineal;70000;0.00965789
19;user_screen_names;lineal;70000;0.00971162
20;user_screen_names;lineal;70000;0.00969056
1;user_ids;cuadratico;70000;7.72864
2;user_ids;cuadratico;70000;7.77476
3;user_ids;cuadratico;70000;7.77158
4;user_ids;cuadratico;70000;7.69275
5;user_ids;cuadratico;70000;7.75384
6;user_ids;cuadratico;70000;7.77707
7;user_ids;cuadratico;70000;7.75586
8;user_ids;cuadratico;70000;7.62027
9;user_ids;cuadratico;70000;7.73487
10;user_ids;cuadratico;70000;7.76592
11;user_ids;cuadratico;70000;7.79429
12;user_ids;cuadratico;70000;7.66809
13;user_ids;cuadratico;70000;7.7546
14;user_ids;cuadratico;70000;7.76092
15;user_ids;cuadratico;70000;7.77673
16;user_ids;cuadratico;70000;7.67872
17;user_ids;cuadratico;70000;7.69243
18;user_ids;cuadratico;70000;7.75229
19;user_ids;cuadratico;70000;7.77711
20;user_ids;cuadratico;70000;7.71201
1;user_screen_names;cuadratico;70000;0.0127747
